Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
141860,"The Science Fiction Hall of Fame: Volume 1 (The Science Fiction Hall of Fame, #1)",Robert Silverberg,"Silverberg, Robert","Isaac Asimov, Lester del Rey, Tom Godwin, Robert A. Heinlein, Daniel Keyes, Damon Knight, C.M. Kornbluth, Fritz Leiber, Murray Leinster, Richard Matheson, Judith Merril, Jerome Bixby, Lewis Padgett, Clifford D. Simak, Cordwainer Smith, Theodore Sturgeon, A.E. van Vogt, Stanley G. Weinbaum, Roger Zelazny, James Blish, Anthony Boucher, Ray Bradbury, Alfred Bester, John W. Campbell Jr., Arthur C. Clarke, Fredric Brown","=""0765305372""","=""9780765305374""",4,4.34,Orb Books,Paperback,560,2005,1970,,2016/05/16,,,read,,,,,,,0,,,,,
1029367,The 1984 Annual World's Best SF,Donald A. Wollheim,"Wollheim, Donald A.","Joseph H. Delaney, Thomas Wylde, Don Sakers, Robert Silverberg, Tanith Lee, Mary Gentle, Greg Bear, Isaac Asimov, Rand B. Lee, Frederik Pohl","=""0879979348""","=""9780879979348""",4,3.65,Daw,Paperback,256,1984,1984,,2016/05/16,,,read,,,,,,,0,,,,,
2037339,The 1983 Annual World's Best SF,Donald A. Wollheim,"Wollheim, Donald A.","Connie Willis, Bruce Sterling, Rudy Rucker, James White, Frederik Pohl, Gardner R. Dozois, Jack Dann, Timothy Zahn, Timothy R. Sullivan, Tanith Lee, Joanna Russ","=""0879978228""","=""9780879978228""",4,3.63,DAW,Mass Market Paperback,255,1983,1983,,2016/05/16,,,read,,,,,,,0,,,,,
3389932,The 1976 Annual World's Best SF,Donald A. Wollheim,"Wollheim, Donald A.","George R.R. Martin, Lisa Tuttle, Brian M. Stableford, John Brunner, P.J. Plauger, Richard Cowper, Stephen Robinett, Joan D. Vinge, Vernor Vinge, Barrington J. Bayley, Fritz Leiber","=""""","=""""",4,3.59,DAW Books Inc. (NYC),Hardcover,280,1976,1976,,2016/05/16,,,read,,,,,,,0,,,,,
1029369,The 1981 Annual World's Best SF,Donald A. Wollheim,"Wollheim, Donald A.","Sharon Webb, Lee Killough, John Varley, Marion Zimmer Bradley, Howard Waldrop, Norman Spinrad, George R.R. Martin, Lisa Tuttle, Bob Leman, Michael G. Coney, Arthur W. Saha","=""0879976179""","=""9780879976170""",4,3.80,"DAW Books, Inc. (NYC)",Paperback,252,1981,1978,,2016/05/16,,,read,,,,,,,0,,,,,
873029,The 1980 Annual World's Best SF,Donald A. Wollheim,"Wollheim, Donald A.","Tanith Lee, Richard Cowper, Ted Reynolds, Joanna Russ, George R.R. Martin, Somtow Sucharitkul, John Varley, Orson Scott Card, Richard Wilson, Connie Willis, Larry Niven, Steven Barnes, Arthur W. Saha","=""0879975350""","=""9780879975357""",4,4.03,"DAW Books, Inc. (NYC)",Paperback,284,1980,1980,,2016/05/16,,,read,,,,,,,0,,,,,
16082905,"Graveyard Shift (Lana Harvey, Reapers Inc., #1)",Angela Roquet,"Roquet, Angela",,"=""""","=""""",1,3.75,,Kindle Edition,236,2012,2009,2016/05/17,2016/05/16,,,read,,,,,,,0,,,,,
22318578,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,"Kondō, Marie",Cathy Hirano,"=""1607747308""","=""9781607747307""",0,3.77,Ten Speed Press,Hardcover,224,2014,2011,2016/05/13,2016/05/13,,,read,,,,,,,0,,,,,
4936457,The Time Traveller's Guide to Medieval England: A Handbook for Visitors to the Fourteenth Century,Ian Mortimer,"Mortimer, Ian",,"=""0224079948""","=""9780224079945""",0,3.99,The Bodley Head Ltd,Audiobook,319,2008,2008,,2016/05/09,to-read,to-read (#26),to-read,,,,,,,0,,,,,
2118745,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,"Ness, Patrick",,"=""1406310255""","=""9781406310252""",4,3.96,Walker,Hardcover,479,2008,2008,2016/05/08,2016/05/08,,,read,,,,,,,0,,,,,
29981261,The Butterfly Garden,Dot Hutchison,"Hutchison, Dot",,"=""""","=""""",3,4.07,Thomas & Mercer,Kindle Edition,288,2016,2016,2016/05/06,2016/05/06,,,read,,,,,,,0,,,,,
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""0812993543""","=""9780812993547""",4,4.40,Spiegel & Grau,Hardcover,152,2015,2015,2016/05/06,2016/05/05,,,read,,,,,,,0,,,,,
7507944,"Akata Witch (Akata Witch, #1)",Nnedi Okorafor,"Okorafor, Nnedi",,"=""0670011967""","=""9780670011964""",0,4.04,Viking Children's,Hardcover,349,2011,2011,,2016/05/03,to-read,to-read (#25),to-read,,,,,,,0,,,,,
29103028,"The Queen's Poisoner (Kingfountain, #1)",Jeff Wheeler,"Wheeler, Jeff",,"=""""","=""""",2,4.07,47North,Kindle Edition,336,2016,2016,2016/05/02,2016/05/02,,,read,,,,,,,0,,,,,
2767,A People's History of the United States,Howard Zinn,"Zinn, Howard",,"=""0060838655""","=""9780060838652""",0,4.07,Harper Perennial Modern Classics,Paperback,729,2005,1980,,2016/04/30,to-read,to-read (#24),to-read,,,,,,,0,,,,,
588138,The Hero With a Thousand Faces,Joseph Campbell,"Campbell, Joseph",,"=""0691017840""","=""9780691017846""",0,4.25,Princeton University Press,Paperback,416,1972,1949,,2016/04/30,to-read,to-read (#23),to-read,,,,,,,0,,,,,
12468,The Executioner's Song,Norman Mailer,"Mailer, Norman",,"=""0375700811""","=""9780375700811""",0,4.07,Vintage Books USA,Paperback,1056,1998,1979,,2016/04/30,to-read,to-read (#22),to-read,,,,,,,0,,,,,
243360,Let Us Now Praise Famous Men,James Agee,"Agee, James",Walker Evans,"=""0141188499""","=""9780141188492""",0,4.09,Penguin Classics,Paperback,432,2006,1941,,2016/04/30,to-read,to-read (#21),to-read,,,,,,,0,,,,,
22537676,The Battle of Versailles: The Night American Fashion Stumbled into the Spotlight and Made History,Robin Givhan,"Givhan, Robin",,"=""1250052904""","=""9781250052902""",3,3.70,Flatiron Books,Hardcover,320,2015,2015,2016/04/26,2016/04/25,,,read,,,,,,,0,,,,,
27419654,"The Last Girl (The Dominion Trilogy, #1)",Joe Hart,"Hart, Joe",,"=""""","=""""",2,3.77,Thomas & Mercer,Kindle Edition,386,2016,2016,2016/02/27,2016/02/26,,,read,,,,,,,0,,,,,
94561,Land of Plenty: A Treasury of Authentic Sichuan Cooking,Fuchsia Dunlop,"Dunlop, Fuchsia",,"=""0393051773""","=""9780393051773""",4,4.25,W. W. Norton  Company,Hardcover,400,2003,2001,,2016/02/23,,,read,,,,,,,0,,,,,
12777026,The Truck Food Cookbook: 150 Recipes and Ramblings from America's Best Restaurants on Wheels,John T. Edge,"Edge, John T.",,"=""076115616X""","=""9780761156161""",3,3.55,Workman Publishing Company,Paperback,304,2012,2012,,2016/02/23,,,read,,,,,,,0,,,,,
196329,Tao: The Watercourse Way,Alan W. Watts,"Watts, Alan W.","Chungliang Al Huang, Lee Chih-chang","=""0394733118""","=""9780394733111""",3,4.23,Pantheon,Paperback,160,1975,1975,,2016/02/23,,,read,,,,,,,0,,,,,
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""0385534639""","=""9780385534635""",2,4.03,Doubleday,Hardcover,400,2011,2011,2016/02/21,2016/02/23,,,read,,,,,,,0,,,,,
20764879,"A Gathering of Shadows (Shades of Magic, #2)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765376474""","=""9780765376473""",2,4.34,Tor Books,Hardcover,512,2016,2016,2016/02/23,2016/02/23,,,read,,,,,,,0,,,,,
25372801,All the Birds in the Sky,Charlie Jane Anders,"Anders, Charlie Jane",,"=""0765379945""","=""9780765379948""",3,3.58,Tor Books,Hardcover,320,2016,2016,2016/02/17,2016/02/17,,,read,,,,,,,0,,,,,
1202,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",4,3.93,William Morrow,Hardcover,320,2006,2005,2016/02/04,2016/02/04,,,read,,,,,,,0,,,,,
13638125,"Vicious (Villains, #1)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765335344""","=""9780765335340""",5,4.25,Tor,Hardcover,364,2013,2013,2016/01/29,2016/01/29,"fivers, sff","fivers (#14), sff (#1)",read,,,,1,,,0,,,,,
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765376458""","=""9780765376459""",4,4.07,Tor Books,Hardcover,400,2015,2015,2016/01/28,2016/01/28,,,read,,,,,,,0,,,,,
89195,"The Prefect (Revelation Space, 0.1)",Alastair Reynolds,"Reynolds, Alastair",,"=""0575077166""","=""9780575077164""",3,4.15,Gollancz,Hardcover,410,2007,2007,2016/01/27,2016/01/27,,,read,,,,,,,0,,,,,
18952341,"The Grace of Kings (The Dandelion Dynasty, #1)",Ken Liu,"Liu, Ken",,"=""1481424270""","=""9781481424271""",3,3.75,Simon & Schuster,Hardcover,623,2015,2015,2016/01/26,2016/01/26,,,read,,,,,,,0,,,,,
22238181,Karen Memory,Elizabeth Bear,"Bear, Elizabeth",,"=""0765375249""","=""9780765375247""",2,3.73,Tor Books,Hardcover,350,2015,2015,2016/01/16,2016/01/16,,,read,,,,,,,0,,,,,
27842686,Out of Sorts,Aurélie Valognes,"Valognes, Aurélie",Wendeline A. Hardenberg,"=""""","=""""",1,3.57,AmazonCrossing,Kindle Edition,210,2016,2014,2016/01/12,2016/01/12,,,read,,,,,,,0,,,,,
23209924,The Water Knife,Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""0385352875""","=""9780385352871""",2,3.83,Knopf,Hardcover,371,2015,2015,,2015/12/27,,,read,,,,,,,0,,,,,
